Customer ID,Initial Device Inquiry,Initial Issue Category,Secondary Devices Owned,Probing Question/Statement Used,HomeTech Protection Offer Presented,HomeTech Protection Offer Accepted
455,Phone,App Issue,Printer,Have you tried other products from X brand?,False,False
456,Smart Watch,App Issue,"Smart TV, Printer, Smart Security Camera, Smart Thermostat, Gaming System, Smart Headphones, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
457,Phone,Cracked Screen,"Printer, Smart Speaker, Laptop",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,True,False
458,Smart Watch,Cracked Screen,"Sound Bar, Printer, Fitness Tracker, Smart TV, Smart Headphones, Desktop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
459,Phone,App Issue,Smart Headphones,Many of our customers protect all their devices under one plan. Would you be interested in learning more about HomeTech Protection?,True,True
460,Tablet,Slow Performance,"Smart Thermostat, Smart Speaker, Smart Headphones, Smart TV, Laptop, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
461,Smart Watch,Slow Performance,"Smart TV, Gaming System, Fitness Tracker, Smart Security Camera, Smart Speaker, Sound Bar, Desktop, Laptop, Smart Thermostat, Smart Headphones","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
462,Tablet,Connectivity Issue,"Desktop, Sound Bar, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
463,Tablet,App Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,False
464,Phone,Warranty Claim,"Printer, Smart Thermostat, Desktop, Smart TV, Sound Bar, Smart Speaker, Fitness Tracker, Smart Headphones",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
465,Phone,Network Issue,Printer,Many of our customers protect all their devices under one plan. Would you be interested in learning more about HomeTech Protection?,False,False
466,Phone,Connectivity Issue,"Laptop, Desktop, Fitness Tracker, Gaming System, Smart Speaker, Smart TV","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
467,Smart Watch,Battery Problem,"Smart Thermostat, Smart TV, Fitness Tracker, Sound Bar, Smart Security Camera, Laptop, Smart Headphones",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
468,Tablet,Slow Performance,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
469,Tablet,Battery Problem,"Laptop, Smart Speaker, Smart Security Camera, Gaming System, Sound Bar, Smart Thermostat, Printer, Fitness Tracker, Smart TV","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
470,Tablet,Phone Setup/Restore,"Fitness Tracker, Gaming System, Sound Bar, Laptop, Smart Thermostat, Desktop, Printer, Smart Security Camera","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
471,Tablet,Other,"Smart Headphones, Desktop, Sound Bar, Fitness Tracker, Smart TV, Laptop, Smart Speaker, Gaming System, Printer","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
472,Smart Watch,Phone Setup/Restore,"Desktop, Smart Thermostat, Fitness Tracker, Smart Speaker, Laptop","We can protect all your wearable tech, including your Smart Watch and Fitness Tracker, under one plan. It's very convenient. Interested?",True,False
473,Smart Watch,Phone Setup/Restore,"Smart Thermostat, Laptop, Smart Speaker, Sound Bar, Desktop, Smart Security Camera",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
474,Smart Watch,Other,"Fitness Tracker, Sound Bar, Smart Thermostat, Desktop, Smart TV, Gaming System, Smart Speaker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
475,Smart Watch,Battery Problem,"Smart TV, Smart Speaker, Smart Headphones, Smart Security Camera, Fitness Tracker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
476,Smart Watch,Warranty Claim,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,False
477,Smart Watch,Phone Setup/Restore,"Desktop, Laptop","Besides yourself, what would be your most important piece of technology in your home?",False,False
478,Tablet,Warranty Claim,Smart Security Camera,"I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
479,Tablet,App Issue,"Smart Headphones, Fitness Tracker, Printer, Smart Thermostat, Smart Security Camera, Laptop, Desktop, Sound Bar","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",False,False
480,Smart Watch,Network Issue,"Smart Security Camera, Gaming System, Smart Thermostat, Printer","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",True,False
481,Smart Watch,Network Issue,Fitness Tracker,"We can protect all your wearable tech, including your Smart Watch and Fitness Tracker, under one plan. It's very convenient. Interested?",False,False
482,Smart Watch,Network Issue,"Smart TV, Smart Security Camera, Fitness Tracker, Smart Speaker, Printer, Gaming System, Smart Thermostat, Smart Headphones",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
483,Phone,Software Issue,"Printer, Fitness Tracker","Thinking about your tech at home, what's the one device you'd be most upset to lose or have damaged?",False,False
484,Phone,Cracked Screen,"Gaming System, Smart Headphones, Fitness Tracker","Do you have a printer at home? Printers can be expensive to replace, and HomeTech Protection can cover them.",False,False
485,Tablet,Connectivity Issue,"Smart Security Camera, Smart Thermostat","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",True,False
486,Phone,Software Issue,"Smart Security Camera, Fitness Tracker, Gaming System","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
487,Phone,Cracked Screen,"Sound Bar, Gaming System",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,True,False
488,Tablet,Slow Performance,"Smart TV, Desktop, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
489,Tablet,Other,"Smart TV, Smart Speaker, Fitness Tracker, Laptop, Smart Headphones, Smart Thermostat, Desktop, Smart Security Camera, Sound Bar, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
490,Tablet,Slow Performance,"Smart Speaker, Desktop, Smart Headphones, Smart Thermostat, Sound Bar, Smart Security Camera, Printer, Gaming System, Laptop, Fitness Tracker","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
491,Smart Watch,Phone Setup/Restore,"Smart Security Camera, Sound Bar, Fitness Tracker, Printer, Desktop, Laptop, Gaming System, Smart TV","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
492,Phone,Warranty Claim,Desktop,Do you use smart headphones or a smart speaker? HomeTech Protection can cover those as well.,True,True
493,Smart Watch,Other,"Smart Thermostat, Sound Bar, Laptop, Smart Headphones, Fitness Tracker","It looks like you're into wearable tech! HomeTech Protection can cover both your Smart Watch and Fitness Tracker, and all your other devices too. Want to learn more?",True,True
494,Tablet,Slow Performance,"Smart Thermostat, Sound Bar, Smart Headphones, Laptop, Desktop, Smart Speaker",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
495,Tablet,Connectivity Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,True
496,Tablet,Software Issue,"Gaming System, Fitness Tracker, Smart TV, Laptop, Sound Bar, Desktop, Printer","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
497,Smart Watch,Phone Setup/Restore,"Smart TV, Fitness Tracker, Desktop, Printer, Laptop, Smart Speaker, Smart Security Camera, Gaming System, Smart Headphones, Sound Bar, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
498,Smart Watch,Connectivity Issue,Printer,"HomeTech Protection can cover all your smart devices, including fitness trackers. It's a great way to protect your investment.",True,False
499,Smart Watch,Cracked Screen,"Sound Bar, Gaming System",Are you aware we offer comprehensive coverage for multiple devices in your home with HomeTech Protection?,False,False
500,Phone,Warranty Claim,"Desktop, Gaming System, Smart Security Camera, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
501,Smart Watch,Slow Performance,"Printer, Laptop, Smart Speaker, Smart Thermostat, Fitness Tracker, Sound Bar, Smart Security Camera","It looks like you're into wearable tech! HomeTech Protection can cover both your Smart Watch and Fitness Tracker, and all your other devices too. Want to learn more?",False,False
502,Smart Watch,Battery Problem,"Printer, Fitness Tracker, Smart Security Camera, Smart TV",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
503,Tablet,Phone Setup/Restore,"Desktop, Smart TV, Smart Headphones, Fitness Tracker, Smart Security Camera, Smart Speaker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
504,Phone,Other,"Smart Thermostat, Sound Bar, Laptop, Printer, Smart Headphones, Smart TV, Smart Speaker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
505,Smart Watch,Other,"Laptop, Fitness Tracker, Smart Speaker, Smart Headphones, Smart Security Camera, Desktop, Gaming System, Sound Bar, Smart TV, Smart Thermostat, Printer","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
506,Tablet,Connectivity Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
507,Phone,Network Issue,Smart TV,Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
508,Smart Watch,Phone Setup/Restore,"Smart Security Camera, Smart TV, Smart Headphones, Laptop, Gaming System, Desktop, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,True
509,Tablet,Warranty Claim,"Smart Security Camera, Printer, Laptop, Smart Speaker, Desktop, Smart Headphones, Gaming System, Smart Thermostat, Smart TV","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
510,Smart Watch,Connectivity Issue,"Laptop, Smart Security Camera, Smart Headphones, Gaming System, Desktop, Smart TV, Smart Speaker, Printer, Smart Thermostat","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
511,Smart Watch,Cracked Screen,"Fitness Tracker, Smart Headphones, Smart Security Camera, Sound Bar","We can protect all your wearable tech, including your Smart Watch and Fitness Tracker, under one plan. It's very convenient. Interested?",True,False
512,Phone,Warranty Claim,"Smart Headphones, Laptop, Smart Thermostat, Fitness Tracker, Printer, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
513,Phone,Slow Performance,"Smart Speaker, Smart TV, Printer",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
514,Phone,Connectivity Issue,"Smart Security Camera, Fitness Tracker, Gaming System, Printer",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
515,Smart Watch,Software Issue,"Sound Bar, Fitness Tracker, Smart Headphones, Desktop, Printer","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",True,False
516,Smart Watch,Connectivity Issue,"Smart Thermostat, Printer, Smart Security Camera, Sound Bar, Smart Headphones","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
517,Smart Watch,Battery Problem,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
518,Phone,Network Issue,"Printer, Smart Speaker",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,False,False
519,Smart Watch,Network Issue,"Smart Speaker, Smart TV, Gaming System, Smart Headphones, Smart Security Camera, Sound Bar, Fitness Tracker, Desktop, Smart Thermostat",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
520,Smart Watch,Network Issue,"Smart Headphones, Smart Security Camera, Smart Thermostat, Fitness Tracker, Smart Speaker, Sound Bar, Printer, Desktop, Laptop, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
521,Smart Watch,Battery Problem,"Smart Thermostat, Fitness Tracker, Printer, Smart TV, Sound Bar, Smart Security Camera",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
522,Smart Watch,Phone Setup/Restore,"Laptop, Smart Headphones, Desktop, Smart Security Camera, Sound Bar, Smart Speaker, Printer, Gaming System, Smart Thermostat","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
523,Tablet,Connectivity Issue,"Smart Security Camera, Printer, Smart Headphones, Sound Bar, Desktop, Smart Thermostat","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",True,True
524,Tablet,Warranty Claim,Smart TV,Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
525,Smart Watch,Slow Performance,"Fitness Tracker, Smart Thermostat, Gaming System, Smart Headphones, Smart TV, Desktop, Sound Bar, Smart Security Camera, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
526,Phone,Other,"Smart Speaker, Printer, Smart Security Camera",We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,True,False
527,Tablet,Slow Performance,"Desktop, Gaming System, Sound Bar, Smart Security Camera, Laptop, Fitness Tracker, Smart Speaker, Smart TV, Printer","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
528,Phone,App Issue,"Smart TV, Fitness Tracker, Printer, Laptop, Smart Headphones, Smart Thermostat, Smart Security Camera, Desktop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
529,Phone,Software Issue,"Printer, Sound Bar, Smart Thermostat, Desktop, Laptop, Fitness Tracker, Gaming System, Smart Security Camera, Smart TV, Smart Speaker, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
530,Smart Watch,App Issue,"Smart Security Camera, Sound Bar, Smart TV, Fitness Tracker, Smart Headphones, Desktop, Printer, Smart Speaker, Laptop, Gaming System, Smart Thermostat","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
531,Smart Watch,Software Issue,"Printer, Smart Security Camera, Laptop, Smart Thermostat, Smart TV, Smart Headphones",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
532,Phone,Warranty Claim,"Smart Thermostat, Desktop, Gaming System, Fitness Tracker, Sound Bar",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,False,False
533,Tablet,Warranty Claim,"Gaming System, Sound Bar, Smart Headphones, Smart Speaker, Desktop, Fitness Tracker, Smart TV, Printer, Smart Thermostat, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
534,Phone,Connectivity Issue,"Smart Headphones, Smart Speaker, Smart Security Camera, Smart TV, Desktop, Gaming System",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
535,Smart Watch,Cracked Screen,"Gaming System, Fitness Tracker, Smart Thermostat, Smart TV, Smart Headphones, Sound Bar, Smart Security Camera, Desktop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
536,Smart Watch,Cracked Screen,"Smart Speaker, Fitness Tracker, Smart TV, Laptop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
537,Tablet,Phone Setup/Restore,"Smart Speaker, Smart Thermostat, Smart Headphones, Laptop, Gaming System, Smart Security Camera, Sound Bar, Printer, Desktop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
538,Phone,App Issue,"Smart Headphones, Smart TV, Smart Thermostat, Fitness Tracker, Smart Security Camera, Laptop, Printer, Smart Speaker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
539,Phone,Warranty Claim,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
540,Tablet,Network Issue,"Smart Thermostat, Fitness Tracker, Smart TV, Printer, Smart Security Camera, Laptop, Desktop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
541,Smart Watch,Slow Performance,"Fitness Tracker, Desktop, Sound Bar, Printer, Laptop","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",False,False
542,Tablet,Software Issue,"Desktop, Printer, Smart Headphones","Having a reliable home office is important. HomeTech Protection can cover your desktop and printer, giving you peace of mind. Want to learn more?",True,False
543,Smart Watch,App Issue,"Smart Security Camera, Printer",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
544,Smart Watch,Phone Setup/Restore,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
545,Phone,Connectivity Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",True,False
546,Tablet,Software Issue,"Printer, Smart Speaker, Fitness Tracker, Smart TV, Smart Security Camera, Smart Thermostat",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
547,Smart Watch,Warranty Claim,"Desktop, Smart TV, Laptop, Sound Bar, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
548,Smart Watch,Other,"Smart Security Camera, Fitness Tracker, Printer, Smart TV, Desktop, Smart Speaker, Smart Thermostat, Sound Bar, Laptop, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
549,Smart Watch,Network Issue,"Smart Security Camera, Smart Thermostat, Smart TV, Gaming System, Sound Bar, Printer, Smart Headphones, Desktop, Smart Speaker, Laptop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
550,Tablet,Software Issue,"Smart Speaker, Fitness Tracker, Smart Security Camera, Laptop, Smart Thermostat",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,True
551,Smart Watch,Other,"Smart Headphones, Fitness Tracker, Desktop, Sound Bar, Smart Thermostat, Printer, Laptop, Smart TV, Smart Security Camera, Gaming System","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
552,Phone,Connectivity Issue,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,False
553,Tablet,App Issue,Printer,"Thinking about your tech at home, what's the one device you'd be most upset to lose or have damaged?",True,False
554,Tablet,Slow Performance,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
555,Phone,Phone Setup/Restore,"Smart Thermostat, Gaming System, Smart Security Camera, Desktop, Sound Bar",HomeTech Protection covers your phone and your smart home audio too. It's a great way to protect your entertainment setup. Want to learn more?,False,False
556,Tablet,Network Issue,"Gaming System, Sound Bar, Fitness Tracker, Smart Speaker, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
557,Phone,Cracked Screen,Sound Bar,We can protect your phone and your smart speakers or sound bars at home under one plan. It's a really convenient way to go. What other devices do you have?,False,False
558,Phone,Network Issue,"Desktop, Sound Bar, Printer, Fitness Tracker, Smart Headphones, Smart TV, Smart Security Camera, Laptop",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,True
559,Phone,Network Issue,"Smart Security Camera, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
560,Tablet,Slow Performance,"Sound Bar, Smart Thermostat, Smart Speaker, Smart TV, Laptop, Smart Headphones, Printer, Desktop, Fitness Tracker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
561,Smart Watch,Slow Performance,"Smart TV, Gaming System, Smart Thermostat, Desktop, Sound Bar",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
562,Smart Watch,Network Issue,"Printer, Smart Security Camera, Sound Bar, Gaming System, Smart Thermostat, Smart Speaker, Laptop, Desktop","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
563,Phone,Software Issue,"Smart Thermostat, Printer",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
564,Smart Watch,Battery Problem,Laptop,Protecting all your devices can save you a lot of money in the long run. Would you like to explore HomeTech Protection?,False,False
565,Phone,App Issue,"Smart Thermostat, Smart Headphones",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
566,Tablet,Software Issue,"Smart Headphones, Smart Security Camera, Desktop, Printer","With a desktop and printer, you've got a home office setup. HomeTech Protection can cover all your work-from-home tech. It's a great way to safeguard your productivity. Have you heard about it?",True,False
567,Smart Watch,Slow Performance,"Desktop, Smart Thermostat, Smart Security Camera",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
568,Tablet,App Issue,"Smart TV, Gaming System, Fitness Tracker, Smart Headphones, Desktop, Printer",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
569,Tablet,App Issue,"Desktop, Sound Bar, Smart Headphones, Smart Security Camera","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
570,Tablet,App Issue,"Smart Headphones, Fitness Tracker, Gaming System, Smart Speaker, Desktop, Smart TV, Sound Bar, Smart Thermostat, Smart Security Camera, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
571,Tablet,Battery Problem,Fitness Tracker,"With so many smart devices in a home these days, it makes sense to have one plan to cover them all. Have you considered HomeTech Protection?",False,False
572,Tablet,Software Issue,"Printer, Sound Bar, Gaming System, Desktop, Fitness Tracker, Smart Speaker, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
573,Smart Watch,App Issue,"Smart Security Camera, Printer, Fitness Tracker, Smart TV, Sound Bar, Gaming System, Smart Headphones",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
574,Smart Watch,Warranty Claim,"Printer, Gaming System, Laptop, Desktop, Fitness Tracker, Smart Speaker, Sound Bar, Smart Headphones","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,True
575,Smart Watch,Cracked Screen,"Smart TV, Smart Speaker, Gaming System, Printer, Desktop, Smart Thermostat, Laptop","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",True,False
576,Tablet,Software Issue,"Laptop, Smart Security Camera, Printer, Smart TV, Smart Thermostat, Sound Bar, Smart Speaker, Smart Headphones, Fitness Tracker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
577,Tablet,Slow Performance,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",False,False
578,Smart Watch,Cracked Screen,"Sound Bar, Laptop, Gaming System","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",False,False
579,Smart Watch,Other,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
580,Tablet,Other,"Sound Bar, Smart TV",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
581,Tablet,Slow Performance,"Smart TV, Sound Bar",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,True
582,Phone,Software Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
583,Tablet,Network Issue,Smart Thermostat,Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,False,False
584,Phone,Warranty Claim,"Smart Speaker, Gaming System, Smart Headphones, Smart Security Camera, Smart Thermostat, Smart TV, Fitness Tracker, Desktop, Printer",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
585,Tablet,Software Issue,"Smart TV, Smart Headphones, Fitness Tracker",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,True,False
586,Phone,Connectivity Issue,"Smart Speaker, Laptop, Gaming System, Smart Security Camera, Printer, Desktop, Smart Headphones, Smart TV","I see you have a laptop and a gaming system. HomeTech Protection covers all your devices, even high-value ones like those. Would you be interested in learning more?",True,False
587,Smart Watch,Other,"Smart Speaker, Smart TV, Fitness Tracker, Smart Security Camera, Smart Headphones, Smart Thermostat, Gaming System, Desktop, Laptop, Sound Bar","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
588,Phone,Battery Problem,"Smart TV, Smart Security Camera, Smart Headphones, Gaming System, Printer, Laptop, Fitness Tracker, Desktop, Smart Thermostat, Sound Bar, Smart Speaker","With a laptop and a gaming system, you've got a great setup. HomeTech Protection can keep it all protected. Want to learn more?",False,False
589,Smart Watch,Network Issue,None,"While we're discussing your {initial_device}, have you considered protecting it against accidental damage?",False,False
590,Phone,Battery Problem,"Printer, Smart Thermostat, Smart Headphones, Desktop, Smart TV, Smart Security Camera, Fitness Tracker, Sound Bar, Smart Speaker, Laptop",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,True,False
591,Tablet,Software Issue,"Laptop, Smart Headphones, Printer, Desktop, Smart Speaker, Fitness Tracker, Smart TV, Smart Security Camera",Protecting your Smart TV can be expensive. HomeTech Protection offers great coverage for entertainment devices. Interested?,False,False
592,Smart Watch,Slow Performance,None,"We have affordable plans for your {initial_device}, would you be interested in learning more?",True,True
593,Phone,Other,"Desktop, Fitness Tracker, Smart Security Camera","I see you have some smart home devices. HomeTech Protection can cover your smart thermostat and security cameras, along with all your other tech. Have you considered it?",False,False
594,Smart Watch,Other,"Gaming System, Smart TV, Smart Speaker, Smart Headphones, Fitness Tracker",Many of our customers bundle their Smart TVs with their other devices for complete home tech protection. It's very affordable. Would you like to explore that option?,False,False
595,Phone,Warranty Claim,"Fitness Tracker, Smart Security Camera, Gaming System",Protecting your smart home setup is important. HomeTech Protection offers comprehensive coverage for all your smart devices. Interested?,True,False
